"","Sex","Age","Height","Weight","NOC","Medal","Sport","cluster"
"5831","F",20,158,44,"ROU","Gold","Gymnastics",3
"5832","F",20,158,44,"ROU","Bronze","Gymnastics",3
"5853","F",19,170,69,"URS","Bronze","Luge",3
"5861","M",23,170,67,"BRA","Bronze","Football",3
"5871","M",24,177,73,"ITA","Bronze","Rowing",1
"5883","M",28,177,75,"GHA","Bronze","Boxing",1
"5888","M",26,168,73,"ESP","Silver","Hockey",1
"5899","M",34,175,74,"FRA","Bronze","Shooting",1
"5900","M",34,175,74,"FRA","Gold","Shooting",1
"5907","M",34,193,80,"ESP","Silver","Hockey",1
"5908","M",20,183,67,"ESP","Bronze","Hockey",1
"5911","M",18,183,78,"ESP","Silver","Hockey",1
"5914","M",30,183,78,"ESP","Silver","Hockey",1
"5926","F",26,170,63,"ARG","Bronze","Sailing",3
"5929","M",25,198,87,"BRA","Silver","Volleyball",2
"5931","M",33,198,87,"BRA","Gold","Volleyball",2
"5933","M",24,190,90,"BRA","Bronze","Basketball",2
"5934","M",28,190,90,"BRA","Bronze","Basketball",2
"5935","M",21,182,68,"ESP","Gold","Football",1
"5938","M",22,188,85,"ESP","Silver","Football",2
"5977","M",21,174,77,"ITA","Gold","Water Polo",1
"5987","M",19,187,70,"NGR","Silver","Football",1
"5989","F",23,172,70,"USA","Gold","Softball",1
"6015","M",31,185,90,"HUN","Gold","Water Polo",2
"6044","M",23,173,74,"GDR","Gold","Canoeing",1
"6107","M",29,180,87,"FRA","Silver","Alpine Skiing",1
"6152","M",28,184,73,"ITA","Bronze","Rowing",1
"6158","M",27,186,86,"USA","Gold","Rowing",2
"6159","M",29,186,91,"USA","Gold","Rowing",2
"6173","M",20,171,55,"SUI","Gold","Ski Jumping",3
"6174","M",20,171,55,"SUI","Gold","Ski Jumping",3
"6179","M",28,171,55,"SUI","Gold","Ski Jumping",3
"6180","M",28,171,55,"SUI","Gold","Ski Jumping",3
"6193","M",43,183,71,"FRG","Silver","Equestrianism",1
"6207","M",23,182,78,"NGR","Gold","Football",1
"6215","M",31,183,91,"USA","Silver","Ice Hockey",2
"6221","F",24,163,55,"AUS","Bronze","Athletics",3
"6249","F",29,165,62,"ESP","Bronze","Handball",3
"6261","M",18,179,60,"BOT","Silver","Athletics",3
"6276","M",24,158,55,"ARM","Bronze","Wrestling",3
"6287","M",24,182,77,"GDR","Gold","Cycling",1
"6305","F",27,160,58,"TUN","Bronze","Wrestling",3
"6339","F",19,183,70,"CAN","Bronze","Swimming",1
"6351","M",23,195,88,"NOR","Gold","Canoeing",2
"6352","M",27,195,88,"NOR","Bronze","Canoeing",2
"6355","M",25,176,70,"NGR","Gold","Football",1
"6357","M",20,171,85,"NGR","Bronze","Football",1
"6360","M",31,188,84,"CAN","Gold","Canoeing",2
"6364","M",22,169,66,"KOR","Silver","Judo",3
"6365","M",22,172,78,"KOR","Gold","Judo",1
"6376","M",25,166,67,"KOR","Bronze","Wrestling",3
"6384","M",23,163,62,"KOR","Gold","Wrestling",3
"6388","M",23,183,74,"KOR","Bronze","Table Tennis",1
"6394","F",27,162,62,"KOR","Bronze","Handball",3
"6398","F",28,160,52,"PRK","Silver","Judo",3
"6399","F",32,160,52,"PRK","Gold","Judo",3
"6406","F",18,155,48,"KOR","Gold","Short Track Speed Skating",3
"6420","M",20,170,65,"KOR","Bronze","Short Track Speed Skating",3
"6421","M",20,170,65,"KOR","Gold","Short Track Speed Skating",3
"6422","M",20,170,65,"KOR","Gold","Short Track Speed Skating",3
"6423","M",20,170,65,"KOR","Gold","Short Track Speed Skating",3
"6424","M",28,170,65,"RUS","Gold","Short Track Speed Skating",3
"6425","M",28,170,65,"RUS","Gold","Short Track Speed Skating",3
"6426","M",28,170,65,"RUS","Bronze","Short Track Speed Skating",3
"6427","M",28,170,65,"RUS","Gold","Short Track Speed Skating",3
"6432","M",20,174,70,"KOR","Silver","Boxing",1
"6434","M",19,173,70,"CHN","Silver","Short Track Speed Skating",1
"6436","M",19,173,70,"CHN","Bronze","Short Track Speed Skating",1
"6437","M",23,173,70,"CHN","Bronze","Short Track Speed Skating",1
"6438","F",23,170,65,"CHN","Silver","Softball",3
"6441","F",26,187,73,"BRA","Bronze","Volleyball",1
"6448","F",24,183,68,"BRA","Bronze","Volleyball",1
"6477","M",24,185,80,"BUL","Bronze","Canoeing",1
"6483","F",16,171,52,"BLR","Silver","Rhythmic Gymnastics",3
"6498","M",23,188,81,"ITA","Silver","Cycling",1
"6518","F",19,176,65,"YUG","Silver","Handball",3
"6519","F",23,176,65,"YUG","Gold","Handball",1
"6536","M",20,195,84,"CRO","Bronze","Tennis",2
"6543","M",26,178,77,"POL","Gold","Football",1
"6558","F",28,170,97,"FRA","Gold","Judo",2
"6575","M",31,187,104,"SUI","Silver","Bobsleigh",2
"6583","F",32,174,73,"USA","Bronze","Hockey",1
"6599","F",23,183,86,"DEN","Bronze","Rowing",1
"6600","F",23,168,56,"NOR","Bronze","Football",3
"6613","F",23,169,65,"DEN","Gold","Handball",3
"6614","F",27,169,65,"DEN","Gold","Handball",3
"6703","F",29,179,82,"NOR","Silver","Handball",1
"6707","F",28,172,72,"DEN","Gold","Handball",1
"6712","F",23,169,64,"NOR","Gold","Sailing",3
"6714","M",30,187,75,"DEN","Gold","Rowing",1
"6725","F",23,173,60,"NOR","Bronze","Football",3
"6726","M",28,178,70,"FIN","Bronze","Athletics",1
"6734","M",30,173,73,"DEN","Silver","Football",1
"6749","M",27,180,75,"NOR","Bronze","Speed Skating",1
"6758","F",30,172,53,"NOR","Silver","Athletics",3
"6760","M",20,176,77,"BRA","Bronze","Football",1
"6761","M",30,190,95,"BRA","Gold","Volleyball",2
"6762","M",34,190,95,"BRA","Silver","Volleyball",2
"6764","F",21,173,64,"USA","Gold","Swimming",3
"6765","F",22,164,61,"USA","Gold","Athletics",3
"6772","M",20,193,104,"USA","Bronze","Baseball",2
"6781","M",23,187,86,"AUS","Silver","Baseball",2
"6787","M",23,190,86,"CAN","Silver","Rowing",2
"6795","M",25,183,77,"USA","Gold","Shooting",1
"6796","M",29,183,77,"USA","Gold","Shooting",1
"6799","M",24,181,75,"NZL","Bronze","Cycling",1
"6808","F",20,178,68,"USA","Silver","Swimming",1
"6813","F",23,160,54,"USA","Gold","Snowboarding",3
"6818","M",34,178,80,"CAN","Gold","Snowboarding",1
"6828","M",25,191,97,"USA","Gold","Athletics",2
"6831","M",33,183,89,"AUS","Gold","Sailing",2
"6854","M",29,202,100,"USA","Bronze","Volleyball",2
"6863","M",33,183,86,"GBR","Bronze","Sailing",1
"6864","M",24,178,141,"USA","Gold","Weightlifting",2
"6873","M",30,187,72,"AUS","Bronze","Sailing",1
"6877","M",22,190,77,"USA","Silver","Athletics",1
"6880","M",33,183,89,"AUS","Gold","Sailing",2
"6881","M",23,175,77,"USA","Silver","Ice Hockey",1
"6888","M",22,182,77,"USA","Silver","Ice Hockey",1
"6897","M",21,200,86,"USA","Bronze","Basketball",2
"6908","F",23,172,68,"SWE","Gold","Canoeing",3
"6909","F",23,172,68,"SWE","Gold","Canoeing",3
"6910","F",23,172,68,"SWE","Silver","Canoeing",3
"6914","F",31,172,68,"SWE","Silver","Canoeing",1
"6915","F",31,172,68,"SWE","Bronze","Canoeing",1
"6916","F",35,172,68,"SWE","Gold","Canoeing",1
"6917","F",35,172,68,"SWE","Bronze","Canoeing",1
"6926","M",27,177,72,"SWE","Silver","Ice Hockey",1
"6934","F",20,169,63,"SWE","Bronze","Ice Hockey",3
"6947","M",27,178,68,"SWE","Silver","Cross Country Skiing",1
"6953","F",23,179,74,"SWE","Silver","Ice Hockey",1
"6974","M",28,186,93,"SWE","Bronze","Wrestling",2
"6983","F",26,169,69,"SWE","Bronze","Ice Hockey",3
"6984","F",30,169,69,"SWE","Silver","Ice Hockey",3
"6997","M",22,172,63,"SWE","Silver","Athletics",3
"6998","M",22,172,63,"SWE","Gold","Athletics",3
"7015","F",23,167,61,"SWE","Silver","Football",3
"7021","M",29,200,105,"SWE","Silver","Handball",2
"7043","M",30,183,71,"SWE","Bronze","Biathlon",1
"7061","F",24,158,58,"SWE","Gold","Cross Country Skiing",3
"7069","M",26,180,80,"SWE","Silver","Handball",1
"7070","M",30,180,80,"SWE","Silver","Handball",1
"7071","M",34,180,80,"SWE","Silver","Handball",1
"7078","M",34,186,95,"SWE","Silver","Handball",2
"7089","M",28,187,88,"SWE","Bronze","Ice Hockey",2
"7105","M",25,190,92,"SWE","Bronze","Ice Hockey",2
"7107","M",29,188,95,"AUS","Bronze","Canoeing",2
"7121","M",22,191,83,"SWE","Silver","Handball",2
"7122","M",26,191,83,"SWE","Silver","Handball",2
"7136","M",30,173,77,"SWE","Bronze","Ice Hockey",1
"7168","F",19,168,53,"GDR","Gold","Cross Country Skiing",3
"7174","M",24,194,125,"URS","Gold","Wrestling",2
"7175","M",28,194,125,"URS","Gold","Wrestling",2
"7184","M",26,154,59,"JPN","Bronze","Weightlifting",3
"7187","F",30,164,57,"JPN","Silver","Football",3
"7193","F",29,163,60,"JPN","Silver","Softball",3
"7196","M",26,183,89,"JPN","Bronze","Baseball",2
"7209","M",31,170,72,"BRA","Silver","Football",1
"7223","M",22,179,77,"URU","Gold","Football",1
"7224","M",26,179,77,"URU","Gold","Football",1
"7245","M",21,183,79,"BRA","Bronze","Football",1
"7248","M",25,178,68,"USA","Silver","Modern Pentathlon",1
"7252","M",18,188,85,"FRA","Silver","Athletics",2
"7262","M",30,188,85,"FRA","Bronze","Athletics",2
"7277","M",24,180,82,"BRA","Silver","Football",1
"7295","M",18,163,61,"USA","Bronze","Diving",3
"7301","F",24,177,60,"NOR","Bronze","Biathlon",3
"7305","F",28,177,60,"NOR","Silver","Biathlon",3
"7310","M",27,190,88,"NOR","Silver","Rowing",2
"7317","M",25,191,118,"ITA","Gold","Athletics",2
"7325","M",24,190,101,"ROU","Bronze","Wrestling",2
"7326","M",29,190,101,"ROU","Gold","Wrestling",2
"7330","F",26,175,65,"BRA","Silver","Football",3
"7331","F",30,175,65,"BRA","Silver","Football",3
"7345","M",23,173,73,"ITA","Silver","Cycling",1
"7359","M",25,179,74,"SUI","Gold","Curling",1
"7363","M",24,191,76,"NOR","Silver","Biathlon",1
"7368","M",28,191,76,"NOR","Gold","Biathlon",1
"7369","M",32,191,76,"NOR","Bronze","Biathlon",1
"7412","F",16,162,54,"AUS","Bronze","Swimming",3
"7413","F",16,162,54,"AUS","Silver","Swimming",3
"7435","M",24,175,85,"GBR","Silver","Curling",1
"7437","F",24,168,59,"AUS","Gold","Hockey",3
"7441","F",21,167,62,"USA","Gold","Swimming",3
"7442","F",21,167,62,"USA","Gold","Swimming",3
"7463","M",24,173,70,"URS","Bronze","Football",1
"7468","M",23,215,90,"URS","Bronze","Basketball",2
"7479","M",34,170,58,"RUS","Bronze","Athletics",3
"7496","F",21,180,85,"URS","Gold","Volleyball",1
"7512","M",19,166,60,"URS","Silver","Gymnastics",3
"7513","M",19,166,60,"URS","Gold","Gymnastics",3
"7514","M",19,166,60,"URS","Bronze","Gymnastics",3
"7519","M",23,166,60,"URS","Gold","Gymnastics",3
"7520","M",23,166,60,"URS","Silver","Gymnastics",3
"7521","M",23,166,60,"URS","Gold","Gymnastics",3
"7522","M",23,166,60,"URS","Gold","Gymnastics",3
"7523","M",23,166,60,"URS","Silver","Gymnastics",3
"7525","M",23,166,60,"URS","Gold","Gymnastics",3
"7526","M",23,166,60,"URS","Bronze","Gymnastics",3
"7527","M",27,166,60,"URS","Silver","Gymnastics",3
"7528","M",27,166,60,"URS","Gold","Gymnastics",3
"7529","M",27,166,60,"URS","Silver","Gymnastics",3
"7530","M",27,166,60,"URS","Gold","Gymnastics",3
"7532","M",27,166,60,"URS","Bronze","Gymnastics",3
"7538","M",25,174,70,"URS","Bronze","Football",1
"7539","M",22,192,91,"YUG","Gold","Water Polo",2
"7540","M",26,192,91,"YUG","Gold","Water Polo",2
"7548","M",29,192,92,"FRA","Bronze","Rowing",2
"7549","M",33,192,92,"FRA","Gold","Rowing",2
"7555","M",28,180,82,"ROU","Bronze","Canoeing",1
"7557","M",25,181,97,"UKR","Silver","Wrestling",2
"7588","M",27,176,75,"TCH","Bronze","Rowing",1
"7609","F",22,185,70,"RUS","Silver","Handball",1
"7613","M",26,186,72,"POL","Bronze","Fencing",1
"7615","M",33,179,75,"POL","Silver","Fencing",1
"7633","M",21,185,81,"ITA","Gold","Speed Skating",1
"7698","M",21,176,85,"ITA","Bronze","Water Polo",1
"7717","M",24,170,63,"BUL","Silver","Boxing",3
"7734","M",25,152,48,"BUL","Bronze","Wrestling",3
"7735","M",29,152,48,"BUL","Bronze","Wrestling",3
"7736","M",26,196,86,"BUL","Silver","Volleyball",2
"7776","F",29,174,70,"GER","Bronze","Football",1
"7779","M",20,178,73,"FRG","Bronze","Biathlon",1
"7780","M",24,178,73,"FRG","Silver","Biathlon",1
"7781","M",24,178,73,"FRG","Gold","Biathlon",1
"7782","M",24,178,73,"FRG","Bronze","Biathlon",1
"7785","M",28,178,73,"FRG","Silver","Biathlon",1
"7789","M",24,179,72,"GER","Bronze","Cross Country Skiing",1
"7790","M",28,179,72,"GER","Bronze","Cross Country Skiing",1
"7793","M",28,179,72,"GER","Silver","Cross Country Skiing",1
"7796","M",32,179,72,"GER","Silver","Cross Country Skiing",1
"7834","M",26,177,64,"ITA","Gold","Equestrianism",1
"7842","M",27,178,100,"USA","Gold","Wrestling",2
"7866","M",23,175,70,"ESP","Silver","Football",1
"7869","F",21,163,63,"HUN","Bronze","Handball",3
"7890","M",20,192,94,"NGR","Silver","Football",2
"7895","F",31,178,63,"RUS","Bronze","Water Polo",1
"7924","F",27,174,70,"URS","Bronze","Handball",1
"7925","F",31,174,70,"EUN","Bronze","Handball",1
"7928","F",26,172,65,"URS","Silver","Athletics",3
"7931","F",24,167,52,"URS","Bronze","Athletics",3
"7933","F",28,167,52,"URS","Silver","Athletics",3
"7934","F",22,162,52,"FRA","Bronze","Figure Skating",3
"7935","F",26,162,52,"FRA","Gold","Figure Skating",3
"7936","F",26,183,82,"ROU","Bronze","Rowing",1
"7937","F",26,183,82,"ROU","Silver","Rowing",1
"7949","F",18,160,52,"GDR","Gold","Swimming",3
"7951","F",18,160,52,"GDR","Gold","Swimming",3
"7969","M",23,177,79,"YUG","Gold","Football",1
"7981","F",23,162,65,"AUS","Gold","Hockey",3
"7982","F",27,162,65,"AUS","Gold","Hockey",3
"7988","M",27,181,98,"SUI","Bronze","Bobsleigh",2
"7990","M",31,181,98,"SUI","Bronze","Bobsleigh",2
"7991","M",31,181,98,"SUI","Bronze","Bobsleigh",2
"8015","F",28,162,76,"JPN","Gold","Judo",1
"8038","M",28,192,95,"RUS","Bronze","Canoeing",2
"8041","M",28,192,105,"IRI","Silver","Weightlifting",2
"8042","M",22,203,96,"URS","Gold","Handball",2
"8043","M",26,203,96,"URS","Silver","Handball",2
"8058","F",31,165,60,"GER","Gold","Speed Skating",3
"8062","F",35,165,60,"GER","Gold","Speed Skating",3
"8072","M",35,178,72,"SUI","Silver","Shooting",1
"8080","F",24,176,73,"GBR","Gold","Hockey",1
"8106","F",24,170,64,"CAN","Gold","Ice Hockey",3
"8132","F",27,164,66,"HUN","Silver","Athletics",3
"8143","M",28,188,82,"POL","Bronze","Handball",1
"8162","F",31,165,52,"FRA","Silver","Snowboarding",3
"8165","M",20,203,109,"USA","Bronze","Basketball",2
"8166","M",24,203,109,"USA","Gold","Basketball",2
"8167","M",28,203,109,"USA","Gold","Basketball",2
"8168","M",32,203,109,"USA","Gold","Basketball",2
"8178","M",22,173,54,"GUY","Bronze","Boxing",3
"8183","M",40,173,73,"USA","Silver","Shooting",1
"8190","M",26,170,52,"ITA","Silver","Athletics",3
"8193","M",29,168,59,"IND","Silver","Hockey",3
"8233","M",28,190,84,"USA","Bronze","Skeleton",2
"8272","M",34,183,82,"AUS","Gold","Rowing",1
"8292","M",25,171,69,"ITA","Silver","Short Track Speed Skating",1
"8293","F",25,170,70,"ARG","Silver","Hockey",1
"8294","F",29,170,70,"ARG","Bronze","Hockey",1
"8301","M",28,198,88,"ITA","Silver","Volleyball",2
"8304","M",23,202,97,"RUS","Bronze","Basketball",2
"8308","M",22,179,80,"RUS","Silver","Luge",1
"8310","M",25,198,95,"URS","Silver","Volleyball",2
"8317","F",36,180,95,"UKR","Bronze","Athletics",2
"8319","F",23,180,78,"URS","Bronze","Rowing",1
"8324","M",27,187,100,"SWE","Silver","Wrestling",2
"8325","M",30,187,100,"SWE","Silver","Wrestling",2
"8328","M",25,179,79,"SWE","Bronze","Wrestling",1
"8355","M",20,193,83,"URS","Gold","Volleyball",2
"8357","M",25,184,84,"URS","Gold","Speed Skating",1
"8369","M",32,167,64,"FIN","Gold","Wrestling",3
"8370","M",36,167,64,"FIN","Gold","Wrestling",3
"8381","F",23,182,69,"RUS","Bronze","Athletics",1
"8382","F",23,182,69,"RUS","Silver","Athletics",1
"8383","F",31,182,69,"RUS","Gold","Athletics",1
"8384","F",31,182,69,"RUS","Silver","Athletics",1
"8396","M",26,167,63,"URS","Bronze","Athletics",3
"8407","M",20,170,71,"PAK","Silver","Hockey",1
"8408","M",24,170,71,"PAK","Gold","Hockey",1
"8409","M",28,170,71,"PAK","Silver","Hockey",1
"8430","M",29,167,66,"JPN","Bronze","Ski Jumping",3
"8450","F",19,164,63,"JPN","Gold","Swimming",3
"8476","M",24,175,58,"MAR","Gold","Athletics",3
"8477","M",28,175,58,"MAR","Bronze","Athletics",3
"8492","M",22,184,120,"TUR","Bronze","Athletics",2
"8496","M",29,203,105,"RUS","Gold","Volleyball",2
"8497","M",21,180,79,"NGR","Silver","Football",1
"8498","M",21,192,86,"URS","Bronze","Water Polo",2
"8499","M",25,192,86,"EUN","Bronze","Water Polo",2
"8517","F",24,172,62,"GER","Bronze","Biathlon",3
"8518","F",24,172,62,"GER","Gold","Biathlon",3
"8522","F",28,172,62,"GER","Gold","Biathlon",3
"8525","F",32,172,62,"GER","Silver","Biathlon",3
"8526","M",23,174,67,"NOR","Silver","Nordic Combined",1
"8528","M",25,174,67,"NOR","Silver","Nordic Combined",1
"8547","F",25,175,67,"ROU","Bronze","Rowing",1
"8548","F",24,180,78,"ROU","Gold","Rowing",1
"8574","M",26,170,69,"BUL","Silver","Wrestling",3
"8589","F",26,154,49,"FRG","Silver","Hockey",3
"8597","F",27,177,71,"NED","Silver","Rowing",1
"8606","F",26,168,65,"SWE","Silver","Football",3
"8614","M",30,182,86,"AUT","Gold","Bobsleigh",1
"8627","M",21,170,59,"GBR","Bronze","Athletics",3
"8628","M",21,170,59,"GBR","Gold","Athletics",3
"8635","F",22,180,80,"CAN","Gold","Ice Hockey",1
"8636","F",26,180,80,"CAN","Gold","Ice Hockey",1
"8637","F",30,180,80,"CAN","Gold","Ice Hockey",1
"8653","M",26,170,72,"URS","Gold","Fencing",1
"8662","M",22,165,62,"MEX","Gold","Football",3
"8669","M",21,170,77,"TUR","Bronze","Weightlifting",1
"8675","M",27,178,73,"FRA","Silver","Fencing",1
"8701","M",30,163,69,"CUB","Silver","Boxing",3
"8702","M",26,186,92,"CUB","Silver","Baseball",2
"8704","M",28,180,62,"JPN","Bronze","Athletics",1
"8706","M",27,164,64,"JPN","Bronze","Wrestling",3
"8731","F",24,164,50,"JPN","Gold","Figure Skating",3
"8735","F",27,186,78,"JPN","Bronze","Volleyball",1
"8746","F",22,173,67,"JPN","Gold","Volleyball",3
"8827","M",20,184,75,"ESP","Silver","Football",1
"8828","M",21,178,98,"FRA","Silver","Rugby",2
"8835","M",23,211,120,"YUG","Silver","Basketball",2
"8836","M",27,211,120,"CRO","Silver","Basketball",2
"8851","M",29,180,82,"URS","Silver","Wrestling",1
"8852","F",30,167,60,"BRA","Bronze","Boxing",3
"8854","F",32,167,67,"ITA","Gold","Water Polo",3
"8879","F",18,179,75,"ROU","Bronze","Rowing",1
"8880","F",22,179,75,"ROU","Gold","Rowing",1
"8881","F",26,179,75,"ROU","Gold","Rowing",1
"8882","F",26,179,75,"ROU","Silver","Rowing",1
"8911","M",25,174,70,"ESP","Silver","Hockey",1
"8914","M",28,170,64,"ESP","Silver","Hockey",3
"8918","M",27,170,72,"ESP","Silver","Hockey",1
"8928","F",21,178,68,"YUG","Silver","Basketball",1
"8941","M",23,204,96,"ESP","Silver","Basketball",2
"8954","M",25,180,71,"GBR","Gold","Ice Hockey",1
"8957","M",27,189,86,"GBR","Bronze","Badminton",2
"8962","M",22,187,88,"CAN","Silver","Ice Hockey",2
"8965","M",24,182,77,"CAN","Bronze","Athletics",1
"8967","M",24,177,68,"NZL","Gold","Hockey",1
"8970","F",22,178,70,"GBR","Gold","Cycling",1
"8983","M",20,174,74,"ITA","Silver","Fencing",1
"8984","M",28,174,74,"ITA","Gold","Fencing",1
"9005","F",22,167,60,"GBR","Bronze","Athletics",3
"9044","M",24,167,66,"CUB","Bronze","Judo",3
"9045","M",28,167,66,"CUB","Bronze","Judo",3
"9124","M",27,172,63,"ITA","Gold","Equestrianism",3
"9127","M",35,172,63,"ITA","Silver","Equestrianism",3
"9139","M",19,152,49,"CUB","Bronze","Boxing",3
"9160","M",24,170,66,"INA","Bronze","Badminton",3
"9198","M",23,168,65,"ITA","Gold","Cycling",3
"9212","F",25,166,47,"JPN","Silver","Athletics",3
"9213","F",29,166,47,"JPN","Bronze","Athletics",3
"9227","M",26,185,81,"BLR","Silver","Boxing",1
"9261","M",37,186,78,"BRA","Gold","Volleyball",1
"9275","F",31,176,63,"RUS","Bronze","Basketball",3
"9286","M",23,178,65,"URS","Silver","Athletics",1
"9301","M",26,178,77,"GER","Gold","Luge",1
"9302","M",26,178,77,"GER","Gold","Luge",1
"9313","M",21,180,85,"ITA","Gold","Bobsleigh",1
"9319","F",20,180,74,"ROU","Silver","Rowing",1
"9320","F",25,180,74,"ROU","Bronze","Rowing",1
"9321","F",25,180,74,"ROU","Silver","Rowing",1
"9322","F",20,180,79,"CAN","Silver","Rowing",1
"9358","F",19,171,64,"GBR","Bronze","Athletics",3
"9361","F",23,171,64,"GBR","Silver","Athletics",3
"9362","F",23,168,55,"GBR","Silver","Cycling",3
"9375","M",24,187,76,"USA","Gold","Athletics",1
"9377","M",30,173,70,"TTO","Gold","Athletics",1
"9382","F",25,188,77,"USA","Silver","Water Polo",1
"9383","F",29,188,77,"USA","Gold","Water Polo",1
"9391","F",20,165,62,"USA","Gold","Alpine Skiing",3
"9395","M",20,187,74,"AUS","Gold","Swimming",1
"9396","M",20,187,74,"AUS","Silver","Swimming",1
"9399","M",27,190,125,"CAN","Bronze","Athletics",2
"9406","F",30,171,59,"AUS","Gold","Sailing",3
"9414","F",34,173,58,"USA","Gold","Cycling",3
"9416","F",38,173,58,"USA","Gold","Cycling",3
"9418","F",42,173,58,"USA","Gold","Cycling",3
"9433","M",20,190,77,"USA","Gold","Basketball",1
"9454","M",26,170,66,"ESP","Silver","Hockey",3
"9456","M",23,176,76,"ESP","Silver","Hockey",1
"9464","M",27,194,93,"YUG","Gold","Handball",2
"9472","F",19,173,59,"GER","Bronze","Cycling",3
"9477","F",28,173,59,"GER","Silver","Cycling",3
"9482","F",36,173,59,"GER","Silver","Cycling",3
"9495","M",23,186,82,"URS","Bronze","Rowing",1
"9502","M",21,188,79,"USA","Gold","Basketball",1
"9513","M",25,183,87,"GER","Bronze","Hockey",2
"9514","M",21,178,83,"CAN","Gold","Rowing",1
"9515","M",25,178,83,"CAN","Silver","Rowing",1
"9542","F",28,155,50,"FRA","Bronze","Archery",3
"9571","F",22,183,78,"NOR","Bronze","Handball",1
"9646","M",27,175,74,"ESP","Silver","Tennis",1
"9665","M",22,193,102,"USA","Bronze","Baseball",2
"9676","M",24,193,100,"CUB","Gold","Baseball",2
"9683","F",30,177,64,"FRA","Bronze","Athletics",1
"9685","F",22,167,58,"ARG","Silver","Hockey",3
"9686","F",26,167,58,"ARG","Bronze","Hockey",3
"9715","M",23,169,64,"CHI","Bronze","Football",3
"9717","M",26,169,85,"URS","Gold","Weightlifting",1
"9723","F",18,178,69,"USA","Gold","Swimming",1
"9748","M",27,189,97,"YUG","Gold","Handball",2
"9773","F",17,191,75,"EUN","Silver","Volleyball",1
"9775","F",25,191,75,"RUS","Silver","Volleyball",1
